Rank,Sourceid,Title,SJR,SJR Best Quartile,URL,Scope
398,7100153145,"""Developmental Neurorehabilitation""",0.506,Q4,https://www.scimagojr.com/journalsearch.php?q=7100153145&tip=sid&clean=0,"developmental neurorehabilitation aims to enhance recovery, rehabilitation and education of people with brain injury, neurological disorders, and other developmental, physical and intellectual disabilities. although there is an emphasis on childhood, developmental disability can be considered from a lifespan perspective. this perspective acknowledges that development occurs throughout a person’s life and thus a range of impairments or diseases can cause a disability that can affect development at any stage of life."
399,21100945706,"""Multimodal Technologies and Interaction""",0.506,Q3,https://www.scimagojr.com/journalsearch.php?q=21100945706&tip=sid&clean=0,"•	displays/sensors: visual, tactile/haptic, sonic, taste, smell
•	multimodal interaction, interfaces, and communication
•	human–computer and human–robot relations and interaction
•	animal–computer interaction
•	human factors, cognition
•	multimodal perception
•	smart wearable technology
•	psychology and neuroscience
•	digital and sensory marketing
•	enabling, disruptive technologies
•	multimodal science, technology and interfaces
•	theoretical, social and cultural issues
•	design and evaluation
•	content creation, environments processes and methods
•	application domains"
400,19900191993,"""Journal of Visualized Experiments""",0.504,Q3,https://www.scimagojr.com/journalsearch.php?q=19900191993&tip=sid&clean=0,jove publishes novel and gold standard research methodologies in both the physical and life sciences.
401,21100805775,"""International Journal of Design Creativity and Innovation""",0.503,Q3,https://www.scimagojr.com/journalsearch.php?q=21100805775&tip=sid&clean=0,"the international journal of design creativity and innovation is an international publication that provides a forum for discussing the nature and potential of creativity and innovation in design from both theoretical and practical perspectives. 

design creativity and innovation is truly an interdisciplinary academic research field that will interest and stimulate researchers of engineering design, industrial design, architecture, art, and similar areas. the journal aims to not only promote existing research disciplines but also pioneer a new one that lies in the intermediate area between the domains of systems engineering, information technology, computer science, social science, artificial intelligence, cognitive science, psychology, philosophy, linguistics, and related fields. 
the journal covers, but is not restricted to, the following topics: 

·theories on design creativity and innovation 
·cognition of design creativity 
·innovative process 
·inventive process 
·analogical reasoning for design creativity and innovation 
·design synthesis 
·method and tools for design creativity and innovation 
·representation of design creativity and innovation 
·education for design creativity and innovation
·concept generation and inspiration."
402,21100396040,"""Dementia and Geriatric Cognitive Disorders Extra""",0.502,Q3,https://www.scimagojr.com/journalsearch.php?q=21100396040&tip=sid&clean=0,"this open access and online-only journal publishes original articles covering the entire spectrum of cognitive dysfunction such as alzheimer’s and parkinson’s disease, huntington’s chorea and other neurodegenerative diseases. 
the journal draws from diverse related research disciplines such as psychogeriatrics, neuropsychology, clinical neurology, morphology, physiology, genetic molecular biology, pathology, biochemistry, immunology, pharmacology and pharmaceutics. strong emphasis is placed on the publication of research findings from animal studies which are complemented by clinical and therapeutic experience to give an overall appreciation of the field. 
dementia and geriatric cognitive disorders extra provides additional contents based on reviewed and accepted submissions to the main journal dementia and geriatric cognitive disorders extra ."
403,17100154713,"""Prion""",0.501,Q4,https://www.scimagojr.com/journalsearch.php?q=17100154713&tip=sid&clean=0,"prion is the first international peer-reviewed open access journal to focus exclusively on protein folding and misfolding, protein assembly disorders, protein-based and structural inheritance. the goal is to foster communication and rapid exchange of information through timely publication of important results using traditional as well as electronic formats. the overriding criteria for publication in prion are originality, scientific merit and general interest."
404,18022,"""NeuroReport""",0.499,Q3,https://www.scimagojr.com/journalsearch.php?q=18022&tip=sid&clean=0,"neuroreport is a channel for rapid communication of new findings in neuroscience. it is a forum for the publication of short but complete reports of important studies that require very fast publication. papers are accepted on the basis of the novelty of their finding, on their significance for neuroscience and on a clear need for rapid publication. preliminary communications are not suitable for the journal. submitted articles undergo a preliminary review by the editor. some articles may be returned to authors without further consideration. those being considered for publication will undergo further assessment and peer-review by the editors and those invited to do so from a reviewer pool.

the core interest of the journal is on studies that cast light on how the brain (and the whole of the nervous system) works.

we aim to give authors a decision on their submission within 2-5 weeks, and all accepted articles appear in the next issue to press."
405,12798,"""Perceptual and Motor Skills""",0.498,Q3,https://www.scimagojr.com/journalsearch.php?q=12798&tip=sid&clean=0,"the purpose of perceptual and motor skills is to encourage scientific originality and creativity in the fields of perception, learning, and motor skills. experimental or theoretical articles are welcomed. perceptual and motor skills will assign manuscripts into three major sections, each with two subsections: human development (biological/environmental), clinical problems (assessment/intervention), and peak performance (sports/learning)."
406,23481,"""Journal of Vestibular Research: Equilibrium and Orientation""",0.489,Q3,https://www.scimagojr.com/journalsearch.php?q=23481&tip=sid&clean=0,"journal of vestibular research is a peer-reviewed journal that publishes experimental and observational studies, review papers, and theoretical papers based on current knowledge of the vestibular system. subjects of the studies can include experimental animals, normal humans, and humans with vestibular or other related disorders. study topics can include the following:

anatomy of the vestibular system, including vestibulo-ocular, vestibulo-spinal, and vestibulo-autonomic pathways
balance disorders
neurochemistry and neuropharmacology of balance, both at the systems and single neuron level
neurophysiology of balance, including the vestibular, ocular motor, autonomic, and postural control systems
psychophysics of spatial orientation
space and motion sickness
vestibular rehabilitation
vestibular-related human performance in various environments"
407,21100455212,"""Biomedical Reports""",0.488,Q3,https://www.scimagojr.com/journalsearch.php?q=21100455212&tip=sid&clean=0,"biomedical reports is a monthly, peer-reviewed journal, dedicated to publishing research across all fields of biology and medicine, including pharmacology, pathology, gene therapy, genetics, microbiology, neurosciences, infectious diseases, molecular cardiology and molecular surgery. the journal provides a home for original research, case reports and review articles."
408,14182,"""NeuroSignals""",0.487,Q3,https://www.scimagojr.com/journalsearch.php?q=14182&tip=sid&clean=0,"neurosignals is an international journal dedicated to publishing original articles and reviews in the field of neuronal communication. novel findings related to signaling molecules, channels and transporters, pathways and networks that are associated with development and function of the nervous system are welcome. the scope of the journal includes genetics, molecular biology, bioinformatics, (patho)physiology, (patho)biochemistry, pharmacology & toxicology, imaging and clinical neurology & psychiatry. reported observations should significantly advance our understanding of neuronal signaling in health & disease and be presented in a format applicable to an interdisciplinary readership."
409,14836,"""Canadian Journal of Neurological Sciences""",0.486,Q3,https://www.scimagojr.com/journalsearch.php?q=14836&tip=sid&clean=0,"the canadian journal of neurological sciences (cjns) is a widely circulated, internationally recognized medical journal that publishes peer-reviewed articles in neurology and neurosciences.  articles are published in english with abstracts in both english and french. the journal is published in january, march, may, july, september, and november in an online format.
  the journal is the official publication of the five member societies of the canadian neurological sciences federation (cnsf) -- canadian neurological society (cns), canadian association of child neurology (cacn), canadian neurosurgical society (cnss), canadian society of clinical neurophysiologists (cscn) and the canadian society of neuroradiology (csnr)."
410,16818,"""Journal of Sensory Studies""",0.485,Q3,https://www.scimagojr.com/journalsearch.php?q=16818&tip=sid&clean=0,"the journal of sensory studies publishes original research and review articles, as well as expository and tutorial papers focusing on observational and experimental studies that lead to development and application of sensory and consumer (including behavior) methods to products such as food and beverage, medical, agricultural, biological, pharmaceutical, cosmetics, or other materials; information such as marketing and consumer information; or improvement of services based on sensory methods. all papers should show some advancement of sensory science in terms of methods. the journal does not publish papers that focus primarily on the application of standard sensory techniques to experimental variations in products unless the authors can show a unique application of sensory in an unusual way or in a new product category where sensory methods usually have not been applied."
411,21100332455,"""Journal of Huntington's disease""",0.481,Q4,https://www.scimagojr.com/journalsearch.php?q=21100332455&tip=sid&clean=0,"the journal of huntington's disease is an international multidisciplinary journal to facilitate progress in understanding the genetics, molecular correlates, pathogenesis, pharmacology, diagnosis and treatment of huntington's disease and related disorders. the journal publishes research reports, reviews, short communications, letters-to-the-editor, and will consider research that has negative findings. the journal is dedicated to providing an open forum for original research in basic science, translational research and clinical medicine that will expedite our fundamental understanding and improve treatment of huntington's disease and related disorders."
412,21100243801,"""Multisensory Research""",0.48,Q3,https://www.scimagojr.com/journalsearch.php?q=21100243801&tip=sid&clean=0,"multisensory research is an interdisciplinary archival journal covering all aspects of multisensory processing including the control of action, cognition and attention. research using any approach to increase our understanding of multisensory perceptual, behavioural, neural and computational mechanisms is encouraged. empirical, neurophysiological, psychophysical, brain imaging, clinical, developmental, mathematical and computational analyses are welcome. research will also be considered covering multisensory applications such as sensory substitution, crossmodal methods for delivering sensory information or multisensory approaches to robotics and engineering. short communications and technical notes that draw attention to new developments will be included, as will reviews and commentaries on current issues. special issues dealing with specific topics will be announced from time to time. multisensory research is a continuation of seeing and perceiving, and of spatial vision."
413,12100155713,"""Mental Lexicon""",0.477,Q3,https://www.scimagojr.com/journalsearch.php?q=12100155713&tip=sid&clean=0,"the mental lexicon is an interdisciplinary journal that provides an international forum for research that bears on the issues of the representation and processing of words in the mind and brain. we encourage both the submission of original research and reviews of significant new developments in the understanding of the mental lexicon. the journal publishes work that includes, but is not limited to the following:
models of the representation of words in the mind
computational models of lexical access and production
experimental investigations of lexical processing
neurolinguistic studies of lexical impairment.
functional neuroimaging and lexical representation in the brain
lexical development across the lifespan
lexical processing in second language acquisition
the bilingual mental lexicon
lexical and morphological structure across languages
formal models of lexical structure
corpus research on the lexicon
new experimental paradigms and statistical techniques for mental lexicon research."
414,21100215180,"""Neurology Research International""",0.463,Q3,https://www.scimagojr.com/journalsearch.php?q=21100215180&tip=sid&clean=0,"neurology research international is a peer-reviewed, open access journal that publishes original research articles, review articles, and clinical studies focusing on diseases of the nervous system, as well as normal neurological functioning. the journal will consider basic, translational, and clinical research, including animal models and clinical trials."
415,130113,"""Cognitive Processing""",0.462,Q3,https://www.scimagojr.com/journalsearch.php?q=130113&tip=sid&clean=0,"cognitive processing - international quarterly of cognitive science is a peer-reviewed international journal that publishes innovative contributions in the multidisciplinary field of cognitive science.
its first aim is to present the latest results obtained in the manifold disciplines concerned with the different aspects of cognitive processing in natural and artificial systems: artificial intelligence, computer science and knowledge engineering, linguistics, mathematics, neuroscience, philosophy and cognitive anthropology, psychology, robotics.
its main purpose is to stimulate research and scientific interaction through communication between specialists in different fields on topics of common interest and to promote an interdisciplinary understanding of the diverse topics in contemporary cognitive science.
cognitive processing considers diverse subject matter concerning cognitive processing, accepting various approaches to investigation: theoretical, experimental, methodological, computational and modeling, applicative. a tentative list of topics includes: action; attention; cognitive change and optimization; computation in cognitive science; connectionist approaches; expertise; knowledge acquisition; knowledge representation; language (grammar and semantics, discourse analysis, development, disturbances); mental architectures and models; memory; mind design; multimedia databases; perception and pattern recognition."
416,19700183044,"""Thyroid Research""",0.462,Q4,https://www.scimagojr.com/journalsearch.php?q=19700183044&tip=sid&clean=0,"thyroid research is an online journal that aims to present the newest knowledge related to thyroid hormones, thyroid diseases and any related fields. the journal’s regular readership includes researchers, clinicians and healthcare providers across the world.

thyroid research encompasses a wide range of thyroidology topics including, diagnosis, pharmacological and other treatment methods, invasive treatment, physiological mechanisms of thyroid hormone action and regulation, immunological aspects, genetics, new guidelines in disease management, thyroid related diseases and complications."
417,21100837404,"""Adaptive Human Behavior and Physiology""",0.461,Q3,https://www.scimagojr.com/journalsearch.php?q=21100837404&tip=sid&clean=0,"adaptive human behavior and physiology is an international interdisciplinary scientific journal that publishes theoretical and empirical studies of any aspects of adaptive human behavior (e.g. cooperation, affiliation, and bonding, competition and aggression, sex and relationships, parenting, decision-making), with emphasis on studies that also address the biological (e.g. neural, endocrine, immune, cardiovascular, genetic) mechanisms controlling behavior."
418,130017,"""Current Neurovascular Research""",0.459,Q3,https://www.scimagojr.com/journalsearch.php?q=130017&tip=sid&clean=0,"current neurovascular research provides a cross platform for the publication of scientifically rigorous research that addresses disease mechanisms of both neuronal and vascular origins in neuroscience. the journal serves as an international forum publishing novel and original work as well as timely neuroscience research articles, full-length/mini reviews in the disciplines of cell developmental disorders, plasticity, and degeneration that bridges the gap between basic science research and clinical discovery. current neurovascular research emphasizes the elucidation of disease mechanisms, both cellular and molecular, which can impact the development of unique therapeutic strategies for neuronal and vascular disorders."
419,12795,"""Perception""",0.458,Q4,https://www.scimagojr.com/journalsearch.php?q=12795&tip=sid&clean=0,"perception is a traditional print journal covering all areas of the perceptual sciences, but with a strong historical emphasis on perceptual illusions. perception is a subscription journal, free for authors to publish their research as a standard article, short report or short & sweet. the journal also publishes editorials and book reviews."
420,12108,"""Behavioral and Brain Sciences""",0.456,Q4,https://www.scimagojr.com/journalsearch.php?q=12108&tip=sid&clean=0,"bbs is the internationally renowned journal with the innovative format known as open peer commentary. particularly significant and controversial pieces of work are published from researchers in any area of psychology, neuroscience, behavioral biology or cognitive science, together with 20-40 commentaries on each article from specialists within and across these disciplines, plus the author's response to them. the result is a fascinating and unique forum for the communication, criticism, stimulation, and particularly the unification of research in behavioral and brain sciences from molecular neurobiology to artificial intelligence and the philosophy of the mind."
421,19700172802,"""Dementia e Neuropsychologia""",0.455,Q3,https://www.scimagojr.com/journalsearch.php?q=19700172802&tip=sid&clean=0,"dementia top neuropsychologia the official scientific journal of the cognitive neurology and ageing department of the brazilian academy of neurology and of the brazilian association of geriatric neuropsychiatry, is published by the ""associação neurologia cognitiva e do comportamento"", a nonprofit brazilian association. regularly published on march, june, september, and december since 2007."
422,12030,"""Learning and Behavior""",0.455,Q4,https://www.scimagojr.com/journalsearch.php?q=12030&tip=sid&clean=0,"learning & behavior publishes experimental and theoretical contributions and critical reviews concerning fundamental processes of learning and behavior in nonhuman and human animals. topics covered include sensation, perception, conditioning, learning, attention, memory, motivation, emotion, development, social behavior, and comparative investigations."
423,16675,"""Journal of Clinical Neurophysiology""",0.454,Q3,https://www.scimagojr.com/journalsearch.php?q=16675&tip=sid&clean=0,"​the journal of clinical neurophysiology features both topical reviews and original research in both central and peripheral neurophysiology, as related to patient evaluation and treatment.

official journal of the american clinical neurophysiology society."
424,21100901222,"""Concussion""",0.451,Q3,https://www.scimagojr.com/journalsearch.php?q=21100901222&tip=sid&clean=0,"concussion is an open access journal from the drake foundation, published by future science group. the journal publishes original research, reviews and commentaries addressing the assessment, management, and short- and long-term implications of concussion.

concussion is a subset of traumatic brain injury that occurs after a blow or other injury to the head. it has been defined by the concussion in sport group as ""a complex pathophysiological process affecting the brain, induced by biomechanical forces.""

exciting developments in the field of biomarker research are shedding new light on how to gauge the severity of concussion immediately after injury, as well as indicating future prognosis. the ongoing and future development of tools and point-of-care tests based on this research will help to ensure appropriate management from the moment of injury and into the long term.

the journal highlights significant advances in basic, translational and clinical research, and places them in context for the future.

topics covered include:

studies and trials in concussion
biomarkers for assessment and predicting adverse effects
optimum biomarker selection, validation and application
management, including return-to-play decisions in sports
pathogenesis
pathology
prognosis."
425,21100210905,"""i-Perception""",0.451,Q4,https://www.scimagojr.com/journalsearch.php?q=21100210905&tip=sid&clean=0,"i-perception is an open access journal, well suited to publishing in emerging fields of perceptual research where movies and on-line demonstrations are essential, such as studies of motion, virtual reality, colour, visual arts and empirical aesthetics. authors can publish their research as a standard article, short report or short & sweet. i-perception also publishes translations of key historical papers, special issues, journal club and i-reviews."
426,24578,"""Mathematical Medicine and Biology""",0.45,Q3,https://www.scimagojr.com/journalsearch.php?q=24578&tip=sid&clean=0,"formerly the ima journal of mathematics applied in medicine and biology.

mathematical medicine and biology publishes original articles with a significant mathematical content addressing topics in medicine and biology. papers exploiting modern developments in applied mathematics are particularly welcome. the biomedical relevance of mathematical models should be demonstrated clearly and validation by comparison against experiment is strongly encouraged.

the journal welcomes contributions relevant to any area of the life sciences including:

-biomechanics-
biophysics-
cell biology-
developmental biology-
ecology and the environment-
epidemiology-
immunology-
infectious diseases-
neuroscience-
pharmacology-
physiology-
population biology"
427,21100394091,"""Medical Gas Research""",0.449,Q3,https://www.scimagojr.com/journalsearch.php?q=21100394091&tip=sid&clean=0,"medical gas research is an open access journal which publishes basic, translational, and clinical research focusing on the neurobiology as well as multidisciplinary aspects of medical gas research and their applications to related disorders.

the journal covers all areas of medical gas research, but also has several special sections. authors can submit directly to these sections, whose peer-review process is overseen by our distinguished section editors:

inert gases - edited by xuejun sun and mark coburn,
gasotransmitters - edited by atsunori nakao and john calvert,
oxygen and diving medicine - edited by daniel rossignol and ke jian liu,
anesthetic gases - edited by richard applegate and zhongcong xie,
medical gas in other fields of biology - edited by john zhang.

medical gas is a large family including oxygen, hydrogen, carbon monoxide, carbon dioxide, nitrogen, xenon, hydrogen sulfide, nitrous oxide, carbon disulfide, argon, helium and other noble gases. these medical gases are used in multiple fields of clinical practice and basic science research including anesthesiology, hyperbaric oxygen medicine, diving medicine, internal medicine, emergency medicine, surgery, and many basic sciences disciplines such as physiology, pharmacology, biochemistry, microbiology and neurosciences. due to the unique nature of medical gas practice, medical gas research will serve as an information platform for educational and technological advances in the field of medical gas."
428,16102,"""Human Psychopharmacology""",0.448,Q3,https://www.scimagojr.com/journalsearch.php?q=16102&tip=sid&clean=0,"human psychopharmacology: clinical and experimental provides a forum for the evaluation of clinical and experimental research on both new and established psychotropic medicines. experimental studies of other centrally active drugs, including herbal products, in clinical, social and psychological contexts, as well as clinical/scientific papers on drugs of abuse and drug dependency will also be considered. while the primary purpose of the journal is to publish the results of clinical research, the results of animal studies relevant to human psychopharmacology are welcome. the following topics are of special interest to the editors and readers of the journal:

-all aspects of clinical psychopharmacology-

efficacy and safety studies of novel and standard psychotropic drugs-

studies of the adverse effects of psychotropic drugs-

effects of psychotropic drugs on normal physiological processes-

geriatric and paediatric psychopharmacology-

ethical and psychosocial aspects of drug use and misuse-

psychopharmacological aspects of sleep and chronobiology-

neuroimaging and psychoactive drugs-

phytopharmacology and psychoactive substances-

drug treatment of neurological disorders-

mechanisms of action of psychotropic drugs-

ethnopsychopharmacology-

pharmacogenetic aspects of mental illness and drug response-

psychometrics: psychopharmacological methods and experimental design"
429,21100886426,"""Brain-Computer Interfaces""",0.445,Q4,https://www.scimagojr.com/journalsearch.php?q=21100886426&tip=sid&clean=0,"brain-computer interfaces ( bci) publishes high quality, original research articles encompassing analysis of theoretical and practical advances in brain-computer interface (bci) technology.  articles should expand upon novel and innovative research where the methods, analysis and conclusions are robust and of the highest standard.

a bci measures brain activity and translates it into a form that can allow machines to compensate for lost or damaged brain functions, provide supplementary or augmented functions, or entrain lasting improvements in existing functions. the journal recognizes that the field of bci research is highly multi-disciplinary, and strives to integrate a range of perspectives from various disciplines in order to deepen understanding of the issues, challenges and solutions in the field. brain-computer interfaces will be of interest to experts within the following fields:
 

 

neuroscience
- biomedical engineering
- neurosurgery
- rehabilitation engineering
- psychology
- human factors
- computer science and engineering
- machine learning
- electrical engineering
- industrial and systems engineering
- mechanical engineering."
430,21100799507,"""Journal of audiology and otology""",0.441,Q4,https://www.scimagojr.com/journalsearch.php?q=21100799507&tip=sid&clean=0,"journal of audiology and otology (jao) (formerly known as korean journal of audiology) aims to publish the most advanced findings for all aspects of the auditory and vestibular system and diseases of the ear using state-of-the-art techniques and analyses. the journal covers recent trends related to the topics of audiology, otology, and neurotology conducted by professionals, with the goal of providing better possible treatment to people of all ages, from infants to the elderly, who suffer from auditory and/or vestibular disorders and thus, improving their quality of life. this journal encourages the submission of review papers about current professional issues, research papers presenting a scientific base and clinical application, and case papers with unique reports or clinical trials. we also invite letters to the editor and papers related to the manufacture and distribution of medical devices.

this journal provides integrated views from otologists, audiologists, and other healthcare practitioners, offering readers high quality scientific and clinical information. this peer-reviewed and open access journal has been the official journal of the korean audiological society since 1997 and of both the korean audiological society and the korean otological society since 2017. it is published in english four times a year in january, april, july, and october."
431,16177,"""International Journal of Neuroscience""",0.44,Q3,https://www.scimagojr.com/journalsearch.php?q=16177&tip=sid&clean=0,"the international journal of neuroscience publishes original research articles, reviews, brief scientific reports, case studies, letters to the editor and book reviews concerned with problems of the nervous system and related clinical studies, epidemiology, neuropathology, medical and surgical treatment options and outcomes, neuropsychology and other topics related to the research and care of persons with neurologic disorders.  the focus of the journal is clinical and transitional research. topics covered include but are not limited to: als, ataxia, autism, brain tumors, child neurology, demyelinating diseases, epilepsy, genetics, headache, lysosomal storage disease, mitochondrial dysfunction, movement disorders, multiple sclerosis, myopathy, neurodegenerative diseases, neuromuscular disorders, neuropharmacology, neuropsychiatry, neuropsychology, pain, sleep disorders, stroke, and other areas related to the neurosciences.

the international journal of neuroscience does not encourage articles which are cell based studies; animal studies (the preference is to receive mainly clinical papers with key animal work as opposed to general research that has been published before); meta-analyses; negative genetics studies; or case reports."
432,19600157217,"""International Journal of Intelligent Transportation Systems Research""",0.433,Q3,https://www.scimagojr.com/journalsearch.php?q=19600157217&tip=sid&clean=0,"this journal is the only transportation journal to report on multi-disciplinary research efforts with the goal to discover solutions to difficult issues in the field. it provides a platform to bring together researchers and specialists in the fields of transportation, electrical, mechanical and traffic engineering, as well as those in the areas of policy planning, economics, and psychology, for wide-ranging discussion about future transportation systems."
433,28222,"""Journal of Neuroscience Nursing""",0.433,Q4,https://www.scimagojr.com/journalsearch.php?q=28222&tip=sid&clean=0,"the journal of neuroscience nursing (jnn), the official journal of the american association of neuroscience nurses, contains original articles on advances in neurosurgical and neurological techniques as they affect nursing care, theory and research, as well as commentary on the roles of the neuroscience nurse in the health care team.

the journal provides information to nurses and health care professionals working in diverse areas of neuroscience patient care such as multi-specialty and neuroscience intensive care units, general neuroscience units, combination units (neuro/ortho, neuromuscular/rehabilitation, neuropsychiatry, neurogerontology), rehabilitation units, medical-surgical units, pediatric units, emergency and trauma departments, and surgery. the information is applicable to professionals working in clinical, research, administrative, and educational settings."
434,21100854644,"""Current Sleep Medicine Reports""",0.43,Q3,https://www.scimagojr.com/journalsearch.php?q=21100854644&tip=sid&clean=0,"current sleep medicine reports aims to review the most important, recently published articles in the field of sleep medicine. by providing clear, insightful, balanced contributions by international experts, the journal intends to serve all those involved in the care and prevention of sleep conditions.

we accomplish this aim by appointing international authorities to serve as section editors in key subject areas such as insomnia, narcolepsy, sleep apnea, circadian rhythm disorders, and parasomnias.   section editors, in turn, select topics for which leading experts contribute comprehensive review articles that emphasize new developments and recently published papers of major importance, highlighted by annotated reference lists. an international editorial board reviews the annual table of contents, suggests articles of special interest to their country/region, and ensures that topics are current and include emerging research. commentaries from well-known figures in the field are also occasionally provided."
435,14224,"""Arquivos de Neuro-Psiquiatria""",0.427,Q3,https://www.scimagojr.com/journalsearch.php?q=14224&tip=sid&clean=0,"arquivos de neuro-psiquiatria is the official journal of the brazilian academy of neurology. the mission of the journal is to provide neurologists, specialists and researchers in neurology and related fields with open access to original articles (clinical and translational research), editorials, reviews, historical papers, neuroimages and letters about published manuscripts. it also publishes the consensus and guidelines on neurology, as well as educational and scientific material from the different scientific departments of the brazilian academy of neurology.

the ultimate goals of the journal are to contribute to advance knowledge in the areas of neurology and neuroscience, and to provide valuable material for training and continuing education for neurologists and other health professionals working in the area. these goals might contribute to improving care for patients with neurological diseases. we aim to be the best neuroscience journal in latin america within the peer review system."
436,21100286991,"""Journal of Eye Movement Research""",0.426,Q4,https://www.scimagojr.com/journalsearch.php?q=21100286991&tip=sid&clean=0,"the journal of eye movement research is an open-access, peer-reviewed scientific periodical devoted to all aspects of oculomotor functioning including methodology of eye recording, neurophysiological and cognitive models, attention, reading, as well as applications in neurology, ergonomy, media research and other areas,"
437,21100426212,"""Clinical Optometry""",0.423,Q4,https://www.scimagojr.com/journalsearch.php?q=21100426212&tip=sid&clean=0,"clinical optometry is an international, peer-reviewed, open access journal focusing on clinical optometry. all aspects of patient care are addressed within the journal as well as the practice of optometry including economic and business analyses. basic and clinical research papers are published that cover all aspects of optics, refraction and its application to the theory and practice of optometry. 

specific topics covered in the journal include:

theoretical and applied optics,
delivery of patient care in optometry practice,
refraction and correction of errors,
screening and preventative aspects of eye disease,
extended clinical roles for optometrists including shared care and provision of medications,  
teaching and training optometrists,
international aspects of optometry,  
business practice,
patient adherence, quality of life, satisfaction,  
health economic evaluations."
438,17970,"""Neurology Psychiatry and Brain Research""",0.422,Q3,https://www.scimagojr.com/journalsearch.php?q=17970&tip=sid&clean=0,"neurology, psychiatry & brain research publishes original papers and reviews in

biological psychiatry,
brain research,
neurology,
neuropsychiatry,
neuropsychoimmunology,
psychopathology,
psychotherapy.

the journal has a focus on international and interdisciplinary basic research with clinical relevance. translational research is particularly appreciated. authors are allowed to submit their manuscript in their native language as supplemental data to the english version.

neurology, psychiatry & brain research is related to the oldest german speaking journal in this field, the centralblatt fur nervenheilkunde, psychiatrie und gerichtliche psychopathologie, founded in 1878. the tradition and idea of previous famous editors (alois alzheimer and kurt schneider among others) was continued in modernized form with neurology, psychiatry & brain research. centralblatt was a journal of broad scope and relevance, now neurology, psychiatry & brain research represents a journal with translational and interdisciplinary perspective, focusing on clinically oriented research in psychiatry, neurology and neighboring fields of neurosciences and psychology/psychotherapy with a preference for biologically oriented research including basic research. preference is given for papers from newly emerging fields, like clinical psychoimmunology/neuroimmunology, and ideas."
439,23635,"""Adaptive Behavior""",0.416,Q4,https://www.scimagojr.com/journalsearch.php?q=23635&tip=sid&clean=0,"the study and simulation of adaptive behavior in natural and artificial systems has always involved the convergence of several disciplines, interests, and methods. since its inception in 1992, the pages of this journal have reflected a cross-fertilization between the sciences of the artificial, the sciences of living systems, and the sciences of the mind. as a result, adaptive behavior has been, and continues to be, a forum for innovative, creative, yet rigorous and peer-reviewed work on complex adaptive systems, robotic and computational investigations of behavior and cognition, as well as novel theoretical developments and applications.

the general mission of adaptive behavior has not changed fundamentally even as the journal, like any good adaptive system, assimilates and accommodates to new challenges and open questions. accordingly, our particular aims are constantly on the move, as they are driven no only by general advances in knowledge, as occurs within any well-defined research discipline, but also by the birth of new research programs out of the stimulating intellectual milieu of interdisciplinary debate and collaboration. a key purpose of this journal is to facilitate such creative work by being the source of new ideas, the forum for novel recombination, and a place to ask difficult questions that are rarely asked at the core of individual disciplines."
440,5700169289,"""Journal of Sexual Aggression""",0.415,Q4,https://www.scimagojr.com/journalsearch.php?q=5700169289&tip=sid&clean=0,"the journal of sexual aggression provides an international and interdisciplinary forum for the dissemination of original research findings, reviews, theory, and practice developments regarding sexual aggression in all its forms. the journal aims to engage readers from a wide range of research, practice and policy areas, including prevention science, crime science, public health, law and regulation, policing and investigation, prosecution and sentencing, corrections and youth justice, child protection, victim advocacy and support, clinical and risk assessment, and offender treatment and risk management. the journal recognises that human sexual aggression is a global problem, and therefore wishes to include high quality contributions, written in english, from around the world."
441,19700187604,"""AJOB Neuroscience""",0.413,Q3,https://www.scimagojr.com/journalsearch.php?q=19700187604&tip=sid&clean=0,"ajob neuroscience  provides a comprehensive resource for scholars, practitioners, and others interested in ethics and the brain sciences. we interpret the scope of the field broadly, and seek wide-ranging contributions exploring the ethical, social and legal dimensions of neuroscience.

our goal is to inspire and inform research and writing across disciplines through target articles, peer commentary, book reviews, qualitative research, and other innovative formats.

as a primary resource in the field,  ajob neuroscience  publishes announcements, career opportunities, and the latest news and developments in the discipline."
442,17540,"""Acta Neurobiologiae Experimentalis""",0.397,Q3,https://www.scimagojr.com/journalsearch.php?q=17540&tip=sid&clean=0,"acta neurobiologiae experimentalis (issn: 0065-1400 (print), eissn: 1689-0035) covers all aspects of neuroscience, from molecular and cellular neurobiology of the nervous system, through cellular and systems electrophysiology, brain imaging, functional and comparative neuroanatomy, development and evolution of the nervous system, behavior and neuropsychology to brain aging and pathology, including neuroinformatics and modeling."
443,21100904572,"""Spinal cord series and cases""",0.395,Q3,https://www.scimagojr.com/journalsearch.php?q=21100904572&tip=sid&clean=0,"spinal cord series and cases: clinical management in spinal cord disorders is an international, online-only journal which publishes high quality case reports, small case series, pilot and retrospective studies, perspectives, pulse survey articles, point-counterpoint articles, correspondences and book reviews. it specialises in material that addresses all aspects of life for persons with spinal cord injuries or disorders including psychosocial, vocational, medical, social, environmental, wellness and of course spinal cord anatomy, physiology and lesions (injury and disease). the journal covers practical topics for practitioners who treat patients with spinal cord injuries and to highlight educational issues. it will also cover topics related to professional and personal providers of care for persons with scis.

the journal strongly supports the use of the international data sets, the international standards to document remaining autonomic function after spinal cord injury and the international standards for the neurologic classification of sci in submitted publications and also encourages papers that highlight the educational aspects of these documents."
